entry_date,league,player,user_id,entry_amount
9/1/2020,NBA,Fred VanVleet,3bd56288-4eba-49e8-b7d7-7bdb4d9e25ac,343
9/1/2020,NBA,Fred VanVleet,3948691d-7873-4fac-a0a2-4b7b7da97e08,271.5
9/1/2020,NBA,Fred VanVleet,3910d556-8ced-438a-9363-4e1f5fced936,304
9/1/2020,NBA,Fred VanVleet,37266d40-753a-4a12-ad45-bff5dda38b64,286
9/1/2020,NBA,Fred VanVleet,37266d40-753a-4a12-ad45-bff5dda38b64,247
9/1/2020,NBA,Fred VanVleet,35cca4f1-a92f-473e-b442-804017b301a5,364
9/1/2020,NBA,Fred VanVleet,32011bd2-f3a7-4939-88d0-895cc7efc6dd,256
9/1/2020,NBA,Fred VanVleet,12f7b81b-8827-4195-8b70-d34d80e62e38,460
9/1/2020,NBA,Giannis Antetokounmpo,e77531f2-a347-496b-bbcb-8b3da61495c4,494
9/1/2020,NBA,Giannis Antetokounmpo,de3df3a1-85bc-4be5-828d-7c8e4bcbc65e,430
9/1/2020,NBA,Giannis Antetokounmpo,91f3d170-f8e1-4cca-8c21-d71519568710,420.5
9/1/2020,NBA,Giannis Antetokounmpo,7b0f073b-5d6a-4814-9810-3f6f254546ce,252
9/1/2020,NBA,Giannis Antetokounmpo,419c2f99-3e8c-49b3-9eff-8805f04ac656,448.5
9/1/2020,NBA,Giannis Antetokounmpo,1cb1e6e8-ec8b-4ddf-8c0a-40ecb0450737,445
9/1/2020,NBA,Jamal Murray,fbdbff10-15db-4a38-81a5-6a9e49d4a762,51
9/1/2020,NBA,Jamal Murray,f8d492d7-3ae9-478c-b60e-0cceb3eda42a,367.5
9/1/2020,NBA,Jamal Murray,ee0d6c49-23c4-4453-a5b9-65f9ab5c49c8,227
9/1/2020,NBA,Jamal Murray,edfb4756-a316-45d8-9c88-5d408caa68bd,284
9/1/2020,NBA,Jamal Murray,e6467670-e3b2-48a0-b04f-e24e2f958adf,378.5
9/1/2020,NBA,Jamal Murray,e3f7ec32-fc1f-418f-9c45-c555e42d83c3,253
9/1/2020,NBA,Jamal Murray,de025dc1-c0d8-42db-9d8a-2e421cbfa265,19
9/1/2020,NBA,Jamal Murray,da9ae730-fbed-491f-a473-c182160f1d67,298
9/1/2020,NBA,Jamal Murray,d4754a96-aa8f-476e-af7a-47fa78bf6400,417
9/1/2020,NBA,Jamal Murray,d274400e-d33b-493d-a859-3eecd52da5fd,99
9/1/2020,NBA,Jamal Murray,d0cb8128-efed-4bec-8557-6ac3f4761360,5
9/1/2020,NBA,Jamal Murray,ceeaf02c-b9b5-4432-9538-fde4d419a0ca,433
9/1/2020,NBA,Jamal Murray,cab6a2f2-901d-4ff9-8219-de332e87c6ed,386
9/1/2020,NBA,Jamal Murray,c2be54f2-5387-4bff-98bd-1dae47a81222,44
9/1/2020,NBA,Jamal Murray,c1a58376-c002-49db-ab27-194ba13a34a6,253
9/1/2020,NBA,Jamal Murray,c0e17b81-0be1-4b75-82c4-d892f5405efe,380.5
9/1/2020,NBA,Jamal Murray,c0e17b81-0be1-4b75-82c4-d892f5405efe,191
9/1/2020,NBA,Jamal Murray,c02fae1e-652a-4ccf-9652-9e7b4b09afb8,278
9/1/2020,NBA,Jamal Murray,be02fdbd-b795-4bd9-a72d-67850531fd9b,326.5
9/1/2020,NBA,Jamal Murray,bc8f6ec3-a7ca-485a-bc1c-a0c6650e9134,75
9/1/2020,NBA,Jamal Murray,bac66cfa-4a85-4bd0-a288-dd0150e714cf,257.5
9/1/2020,NBA,Jamal Murray,ae5e7199-8354-4b9e-ac47-100fe169d573,443
9/1/2020,NBA,Jamal Murray,a87e4989-d2ca-4dae-8c4a-0f66a16dba3c,359
9/1/2020,NBA,Jamal Murray,a87e4989-d2ca-4dae-8c4a-0f66a16dba3c,80
9/1/2020,NBA,Jamal Murray,a87e4989-d2ca-4dae-8c4a-0f66a16dba3c,355
9/1/2020,NBA,Jamal Murray,a87e4989-d2ca-4dae-8c4a-0f66a16dba3c,117
9/1/2020,NBA,Jamal Murray,a2493691-6180-4e8f-88d0-f49c472f8aa5,287
9/1/2020,NBA,Jamal Murray,a151c7ae-cb07-4b44-bfc4-327cbc320bf6,411.5
9/1/2020,NBA,Jamal Murray,a06c909b-115c-42e2-b541-3ef34e2c4db4,271.5
9/1/2020,NBA,Jamal Murray,9e86eeab-cdbf-4ecb-9107-2e45bf44efca,286
9/1/2020,NBA,Jamal Murray,9e86eeab-cdbf-4ecb-9107-2e45bf44efca,425
9/1/2020,NBA,Jamal Murray,9d637145-f7e1-4aa2-aec9-00e7d41e0473,453
9/1/2020,NBA,Jamal Murray,9d20e31f-3e44-4171-ad17-93cec4d58e49,482
9/1/2020,NBA,Jamal Murray,9cc147b7-c51a-43d6-9ea8-cf1f4c235e19,439.5
9/1/2020,NBA,Jamal Murray,92d512bd-4d1a-4761-9ac0-53030baeec98,415
9/1/2020,NBA,Jamal Murray,87ab3475-b3f9-4c42-b0f4-3001ee1914e3,344
9/1/2020,NBA,Jamal Murray,86a1ec11-1ab9-496e-b0dc-1f66d9910aea,289.5
9/1/2020,NBA,Jamal Murray,852d19d2-63d9-4119-a304-350f4c43429a,316
9/1/2020,NBA,Jamal Murray,7aaac871-a1fd-48c9-8b31-3abdb5da3678,280
9/1/2020,NBA,Jamal Murray,77fedf24-681c-4455-a66b-eb693ef73691,479
9/1/2020,NBA,Jamal Murray,672d4e7e-122e-4eb1-b93c-9382652bb369,415
9/1/2020,NBA,Jamal Murray,62eeafff-15b5-46ea-b301-7cc596db3da3,78
9/1/2020,NBA,Jamal Murray,60a302b1-0302-4088-ac73-22e933af8ec1,91
9/1/2020,NBA,Jamal Murray,5fedf754-9e60-4f73-b2c6-c9dc95ba6afa,410.5
9/1/2020,NBA,Jamal Murray,58b42b49-0cfd-4acc-8cca-812313737d8a,404
9/1/2020,NBA,Jamal Murray,5153cf2c-bb27-4131-96b9-f1fea208e5e2,331
9/1/2020,NBA,Jamal Murray,4278cade-7833-4434-8e14-901524643c5f,322
9/1/2020,NBA,Jamal Murray,3f520995-4759-41ca-874d-35a6b10f00ce,300
9/1/2020,NBA,Jamal Murray,3bbec8cc-9601-451c-a112-f3c06b38d914,11
9/1/2020,NBA,Jamal Murray,2aa60240-9d8f-4afd-8bf7-c1f96e8c2f47,464.5
9/1/2020,NBA,Jamal Murray,294f85dd-0a0f-41b1-95e4-4d3a24242255,354
9/1/2020,NBA,Jamal Murray,27f8618d-c3f5-43f5-8e46-4fcfca3e1e83,264
9/1/2020,NBA,Jamal Murray,23f79de8-e4b7-4d5a-934a-d745fc652326,353
9/1/2020,NBA,Jamal Murray,207f17f0-3ff8-4b81-9d37-c8ecdc2520b4,316
9/1/2020,NBA,Jamal Murray,1cc05352-70c3-4b79-856b-d9540b61b9c4,357
9/1/2020,NBA,Jamal Murray,1c3afe82-7c86-45de-abfc-c0b99cf25e23,283.5
9/1/2020,NBA,Jamal Murray,18bb9a6a-475c-475c-a84a-dae7c34ad544,334.5
9/1/2020,NBA,Jamal Murray,189ccf2c-6848-4cbc-8d99-4c1d556f9e69,398
9/1/2020,NBA,Jamal Murray,14f6fddc-6557-4310-99cc-505734e7fa1c,65
9/1/2020,NBA,Jamal Murray,11b9d372-919a-415f-bfce-37a5e619209a,391
9/1/2020,NBA,Jamal Murray,0c8464d0-c82f-4a2f-be8e-79be50942ea6,39
9/1/2020,NBA,Jamal Murray,0262b7c6-ce9f-467c-b84c-e7d3b3a56379,496
9/1/2020,NBA,Jaylen Brown,f687c6eb-5ad0-4c5e-a7b5-a380160b2ef1,422
9/1/2020,NBA,Jaylen Brown,ef46bf15-e4a4-4234-b495-448ee854a072,173
9/1/2020,NBA,Jaylen Brown,e7c85b61-b648-4155-8756-28fc82687412,400
9/1/2020,NBA,Jaylen Brown,df65d232-b7e0-4dc1-aba5-311958c1be7c,5
9/1/2020,NBA,Jaylen Brown,cbf3324c-f79a-4621-ab7f-bfe82a207d01,335
9/1/2020,NBA,Jaylen Brown,c7123e1a-216b-4465-9e24-a039c7f7270b,118
9/1/2020,NBA,Jaylen Brown,c2b431ac-2392-401e-88e8-5faaa4e3e140,50
9/1/2020,NBA,Jaylen Brown,c05dfdc1-0ef9-46e1-83c1-b1dbec7010fc,39
9/1/2020,NBA,Jaylen Brown,c02fae1e-652a-4ccf-9652-9e7b4b09afb8,219
9/1/2020,NBA,Jaylen Brown,b5f46ca9-f68f-470d-aeb5-4612ffa1a53f,242
9/1/2020,NBA,Jaylen Brown,b27c8b67-197d-455c-8913-9af6d0ac3e57,99
9/1/2020,NBA,Jaylen Brown,aa003d16-52bc-4e28-becd-fac2cd7322be,412
9/1/2020,NBA,Jaylen Brown,9e86eeab-cdbf-4ecb-9107-2e45bf44efca,482
9/1/2020,NBA,Jaylen Brown,94688c79-a22c-4516-8c52-3bcfa63ce675,365
9/1/2020,NBA,Jaylen Brown,92286c22-8bf2-44c9-a7b4-d595d5994756,124
9/1/2020,NBA,Jaylen Brown,852a505d-4a49-44f4-9036-f961c516e51d,370
9/1/2020,NBA,Jaylen Brown,84261c9b-84fe-4d1b-a136-444260ea97fc,263
9/1/2020,NBA,Jaylen Brown,81a06b5d-7a78-4519-9fea-d83421e1afc9,389
9/1/2020,NBA,Jaylen Brown,6d958156-181a-4240-b11d-b201c465d1ce,322.5
9/1/2020,NBA,Jaylen Brown,672d4e7e-122e-4eb1-b93c-9382652bb369,163
9/1/2020,NBA,Jaylen Brown,672d4e7e-122e-4eb1-b93c-9382652bb369,365.5
9/1/2020,NBA,Jaylen Brown,6273b265-86ba-4bce-92b5-0abb5f46c838,462
9/1/2020,NBA,Jaylen Brown,5e14ce60-52a2-4261-8f10-5a72c859bd87,162
9/1/2020,NBA,Jaylen Brown,57a0a72a-66de-44f8-9ff2-814f1df84b37,412.5
9/1/2020,NBA,Jaylen Brown,485c62d1-40da-407d-bafd-1bc2e7a6901d,355
9/1/2020,NBA,Jaylen Brown,3f09a375-908b-45b0-a4d2-f42078a7c10c,365.5
9/1/2020,NBA,Jaylen Brown,35cca4f1-a92f-473e-b442-804017b301a5,456.5
9/1/2020,NBA,Jaylen Brown,30563a73-6b53-4e51-8fc1-4e66cb4fae71,336.5
9/1/2020,NBA,Jaylen Brown,2dfd31d1-fd9c-4c6e-bf84-47fdd76199f7,94
9/1/2020,NBA,Jaylen Brown,295e5eb6-98d8-4ebc-a40c-037629876cf8,284
9/1/2020,NBA,Jaylen Brown,1e5bdf23-75d1-4dbb-845f-45b9ab797821,357
9/1/2020,NBA,Jaylen Brown,08b090ea-adfd-4848-bb30-528908e8d050,426
9/1/2020,NBA,Jayson Tatum,f73fb2c7-7bb1-46c1-8b23-14be832e3c57,309
9/1/2020,NBA,Jayson Tatum,d67e4535-ff82-4248-bf49-39570d469aa4,386
9/1/2020,NBA,Jayson Tatum,d67e4535-ff82-4248-bf49-39570d469aa4,447
9/1/2020,NBA,Jayson Tatum,c00d5053-7157-41e7-b832-b42ce2ff00dd,277
9/1/2020,NBA,Jayson Tatum,aceef558-74e9-4d4d-a1fc-ef404fe261af,312
9/1/2020,NBA,Jayson Tatum,a87e4989-d2ca-4dae-8c4a-0f66a16dba3c,369
9/1/2020,NBA,Jayson Tatum,9e174534-1c1b-41f8-ad2a-7eadd0abf36b,472
9/1/2020,NBA,Jayson Tatum,8df3d92e-31d6-4770-b51a-5dc93de214ab,479
9/1/2020,NBA,Jayson Tatum,814e7d70-ca2d-4a18-a40d-4066013e9090,482
9/1/2020,NBA,Jayson Tatum,80e8bb92-14d5-4d66-9ef6-fa8c277bb6c3,214
9/1/2020,NBA,Jayson Tatum,7fa2f8c9-dbf1-4f1d-ac06-bd3d12b115bf,179
9/1/2020,NBA,Jayson Tatum,652a17b8-4ed3-45e3-aef7-8ab1e944dd3f,47
9/1/2020,NBA,Jayson Tatum,5db0ed10-9b77-4967-980d-21c60b32f146,420.5
9/1/2020,NBA,Jayson Tatum,56f1e7dd-0566-4c85-9f06-5dfa83255cc9,285
9/1/2020,NBA,Jayson Tatum,50208a01-07dc-4207-a657-5c98e9f459b6,459
9/1/2020,NBA,Jayson Tatum,348e9e36-8fab-4ab2-9ffd-394110efa51d,336
9/1/2020,NBA,Jayson Tatum,17924b78-dd57-42a5-9db9-c917c80814b6,454
9/1/2020,NBA,Jayson Tatum,153154b4-870a-409d-a07e-3483c6d3bbbf,70
9/1/2020,NBA,Jayson Tatum,13937380-2c00-4e25-ae4e-17b4b9f3893c,452.5
9/1/2020,NBA,Jimmy Butler,f5874b34-6557-4a2a-9745-abb8a132df3a,90
9/1/2020,NBA,Jimmy Butler,de3df3a1-85bc-4be5-828d-7c8e4bcbc65e,448
9/1/2020,NBA,Jimmy Butler,d8f26984-4374-493b-85f4-ab3b74b886f8,448
9/1/2020,NBA,Jimmy Butler,98a42e49-b054-4cbc-be77-20e356dcd00c,137
9/1/2020,NBA,Jimmy Butler,852a505d-4a49-44f4-9036-f961c516e51d,287
9/1/2020,NBA,Joe Ingles,ee700151-1254-4101-82d7-6b5367acfbea,491
9/1/2020,NBA,Joe Ingles,dc175d20-68fb-4bd3-a52c-6f2dbb1f0993,403
9/1/2020,NBA,Joe Ingles,cbf3324c-f79a-4621-ab7f-bfe82a207d01,153
9/1/2020,NBA,Joe Ingles,ca882bec-448a-4427-8ba6-ee8d22407cfb,42
9/1/2020,NBA,Joe Ingles,a9f6ad54-f73a-421f-b248-4bcf6e48b881,220
9/1/2020,NBA,Joe Ingles,9838c637-e738-4326-bf78-7e489c00dd74,315
9/1/2020,NBA,Joe Ingles,779145d4-01ff-4978-9364-5107a3203679,208
9/1/2020,NBA,Joe Ingles,6d955fe4-6c89-4ed4-9ef1-93e6abf6b53c,451
9/1/2020,NBA,Joe Ingles,6bbbb406-aa30-4c3f-a1af-187b7ebb36b0,382.5
9/1/2020,NBA,Joe Ingles,56f1e7dd-0566-4c85-9f06-5dfa83255cc9,308.5
9/1/2020,NBA,Joe Ingles,54526293-2a5e-4288-997d-9f8a98f3fe14,449
9/1/2020,NBA,Joe Ingles,295e5eb6-98d8-4ebc-a40c-037629876cf8,423
9/1/2020,NBA,Joe Ingles,27f8618d-c3f5-43f5-8e46-4fcfca3e1e83,413
9/1/2020,NBA,Joe Ingles,201c409d-7ca9-457e-bcf3-4b4d10f5a8c8,329
9/1/2020,NBA,Joe Ingles,201c409d-7ca9-457e-bcf3-4b4d10f5a8c8,421
9/1/2020,NBA,Joe Ingles,1ae05cab-d5c9-47ed-91ff-c055660dc980,409.5
9/1/2020,NBA,Joe Ingles,1924ab40-96b1-4aa4-926a-f470a1603748,215
9/1/2020,NBA,Jordan Clarkson,cefe4672-65a6-4af2-a6b9-0e176e27fa57,375
9/1/2020,NBA,Jordan Clarkson,bcfb6ee9-670d-4471-91a7-ead4fd1a0ccd,487
9/1/2020,NBA,Jordan Clarkson,ad961c6c-3f42-4283-82bf-ea884b311441,393
9/1/2020,NBA,Jordan Clarkson,923e62b7-ecd3-4334-abbe-0f41ce375fb4,403.5
9/1/2020,NBA,Jordan Clarkson,80e8bb92-14d5-4d66-9ef6-fa8c277bb6c3,441
9/1/2020,NBA,Jordan Clarkson,7c783237-bacb-4c4f-8377-a4b3b68562e2,110
9/1/2020,NBA,Jordan Clarkson,5dded3c0-40b1-4af6-8270-cfd46da39aa6,423
9/1/2020,NBA,Jordan Clarkson,5677a60b-34f5-4639-8bb2-2b3bb883f2f0,269
9/1/2020,NBA,Jordan Clarkson,4708c203-489e-47f8-90bb-66376a7bf916,81
9/1/2020,NBA,Jordan Clarkson,348e9e36-8fab-4ab2-9ffd-394110efa51d,255.5
9/1/2020,NBA,Jordan Clarkson,30563a73-6b53-4e51-8fc1-4e66cb4fae71,375
9/1/2020,NBA,Jordan Clarkson,0f229d9d-8548-476c-91ef-ebd76d4719f8,116
9/1/2020,NBA,Jordan Clarkson,0a9dcc10-19c6-4a2e-8bea-db0632a2b07f,481
9/1/2020,NBA,Kemba Walker,ded0f035-4e60-4fae-ac8f-4c8e829aff98,393
9/1/2020,NBA,Kemba Walker,dc175d20-68fb-4bd3-a52c-6f2dbb1f0993,462
9/1/2020,NBA,Kemba Walker,cc645127-c96c-44b9-a33e-b375258f9582,493.5
9/1/2020,NBA,Kemba Walker,bade07af-f1e7-4ddc-be31-56c214b8af7f,127
9/1/2020,NBA,Kemba Walker,a14c23cd-056a-4319-96b7-6482748888b5,98
9/1/2020,NBA,Kemba Walker,9e86eeab-cdbf-4ecb-9107-2e45bf44efca,3
9/1/2020,NBA,Kemba Walker,9838c637-e738-4326-bf78-7e489c00dd74,417.5
9/1/2020,NBA,Kemba Walker,961e22f9-1c1d-4d81-8588-44db7cd94aee,429.5
9/1/2020,NBA,Kemba Walker,836d80df-8b29-4fe8-8ee2-ed308fd3f53a,451
9/1/2020,NBA,Kemba Walker,5a109388-1818-4d61-98e8-a2252b3e2da2,111
9/1/2020,NBA,Kemba Walker,57a0a72a-66de-44f8-9ff2-814f1df84b37,449
9/1/2020,NBA,Kemba Walker,501130e3-8e9f-4061-82d6-e8254479098a,278
9/1/2020,NBA,Kemba Walker,47e2d925-6fec-434f-a1f2-95d2a91d28b4,426
9/1/2020,NBA,Kemba Walker,37266d40-753a-4a12-ad45-bff5dda38b64,495
9/1/2020,NBA,Kemba Walker,2aa60240-9d8f-4afd-8bf7-c1f96e8c2f47,251
9/1/2020,NBA,Kemba Walker,0397b1a1-6d58-437b-a688-0d2110529779,315
9/1/2020,NBA,Khris Middleton,dc2b0d10-26b9-4add-baaa-520f77397785,423
9/1/2020,NBA,Khris Middleton,d4754a96-aa8f-476e-af7a-47fa78bf6400,300.5
9/1/2020,NBA,Khris Middleton,cab6a2f2-901d-4ff9-8219-de332e87c6ed,406
9/1/2020,NBA,Khris Middleton,b9cbb196-4077-4fb2-9d44-086094c16fec,422
9/1/2020,NBA,Khris Middleton,43ae2b08-1f47-4267-a6a8-4b811cafad8b,158
9/1/2020,NBA,Kyle Lowry,fd085f8d-ebbe-41cb-a8c0-381f0b4ba63c,407
9/1/2020,NBA,Kyle Lowry,fa764a2e-0a61-4177-8d9f-5e79c58d564c,390.5
9/1/2020,NBA,Kyle Lowry,f820a045-bb92-47ef-9c2b-834cdebb4a63,480
9/1/2020,NBA,Kyle Lowry,ed207e0d-fc02-4900-b430-36da0615225e,476
9/1/2020,NBA,Kyle Lowry,e6467670-e3b2-48a0-b04f-e24e2f958adf,444.5
9/1/2020,NBA,Kyle Lowry,e2c55386-71f4-45c0-9cb2-a6917127ed47,24
9/1/2020,NBA,Kyle Lowry,dde72510-14c9-490b-9949-e327180f7585,258
9/1/2020,NBA,Kyle Lowry,ca88006a-a408-401b-9f0c-b66903d770f7,490
9/1/2020,NBA,Kyle Lowry,c1a58376-c002-49db-ab27-194ba13a34a6,276.5
9/1/2020,NBA,Kyle Lowry,c02fae1e-652a-4ccf-9652-9e7b4b09afb8,428.5
9/1/2020,NBA,Kyle Lowry,ba95d550-5404-47b8-ad59-c0799acddf4a,342.5
9/1/2020,NBA,Kyle Lowry,9b394312-ed40-4788-9c76-845ff0fc42bc,344
9/1/2020,NBA,Kyle Lowry,907a1b03-636a-4b9d-82d9-b438cb0fda13,419
9/1/2020,NBA,Kyle Lowry,8d299a3e-981f-408e-ae68-143bed28280b,68
